Age,Monthly_Income,Debt_to_Income,Credit_Score,Loan_Amount,Employment_Years,Dependants,Prior_Defaults,Collateral_Value,Credit_Accounts,Utility_Latency,App_Session_Time,Social_Sentiment,Mobile_Data_Use,Ecommerce_Freq,Savings_Score,Community_Score,Night_Activity,Contact_Diversity,Bill_Consistency,Loan_Status
45,12352.95,0.1629,722,28023.73,17.05,2,0,64233.82,10,0.13,98.51,0.2891,5.79,8,71.46,64.39,0.256,262,0.7647,1
34,531.47,0.516,572,21151.81,2.23,3,2,10676.25,2,20.56,0.0,-0.7383,3.56,0,0.0,24.67,0.5316,58,0.1601,1
41,6269.68,0.3517,642,38408.09,8.55,1,0,136666.54,12,0.11,90.54,0.3296,17.76,18,75.26,55.22,0.282,245,0.4023,1
44,6513.57,0.0578,625,33871.96,0.79,2,0,53843.48,13,1.37,74.39,-0.1879,3.81,15,83.46,95.21,0.2605,258,0.8494,1
33,5338.64,0.4325,401,12270.38,2.34,2,0,11744.52,7,8.17,0.0,-0.7227,7.29,1,25.68,4.09,0.4883,53,0.1377,0
37,5649.04,0.1362,792,36810.38,4.35,1,0,39629.52,7,1.7,116.26,0.5521,29.85,12,53.44,59.69,0.2571,251,0.8275,1
45,8384.22,0.2435,628,21971.02,0.69,1,0,34280.82,9,2.0,62.05,0.4505,5.11,9,67.56,78.1,0.0435,261,0.6614,1
52,8326.4,0.0718,658,17988.62,6.87,0,0,46845.36,11,0.38,77.98,0.6998,15.65,11,52.19,76.7,0.2772,273,0.7674,1
42,5444.1,0.1962,694,26908.14,10.96,1,0,35329.08,5,0.83,49.75,-0.2617,25.29,10,54.17,80.03,0.3144,248,0.6479,1
43,2675.82,0.0737,643,26438.87,15.06,2,0,26827.17,10,1.3,35.49,-0.0366,14.81,12,55.54,59.94,0.1536,298,0.8458,1
45,4285.64,0.4053,655,10629.1,24.3,2,0,7140.67,8,2.92,53.58,0.4478,19.94,9,100.0,58.79,0.2002,282,0.6804,1
33,1288.36,0.7188,500,29731.56,1.6,6,2,41846.37,1,7.44,6.68,-0.2927,3.73,1,28.03,64.78,0.7782,53,0.1688,0
43,3976.82,0.4034,681,41575.43,1.82,2,0,58427.67,8,0.05,57.34,0.3573,18.75,6,58.34,62.8,0.425,258,0.7812,1
32,22626.17,0.1513,533,16001.97,31.86,0,0,19508.04,10,0.09,110.19,-0.0223,7.28,10,46.7,61.04,0.1377,268,0.904,1
44,4058.71,0.1138,719,77004.48,3.93,3,0,109831.15,15,1.28,51.5,0.1218,13.64,10,58.39,48.72,0.1378,251,0.758,1
30,6161.01,0.3386,637,68668.56,3.1,1,0,107285.16,10,0.29,72.88,0.189,6.28,14,60.27,75.27,0.2795,282,0.8677,1
51,6415.09,0.2099,602,28767.18,10.31,1,0,43696.62,9,1.98,78.3,-0.229,5.09,9,62.22,88.84,0.1568,261,0.797,1
48,4758.03,0.2594,645,24018.96,4.53,0,0,51277.97,13,0.15,125.52,0.0785,12.72,12,67.3,87.59,0.1269,256,0.6791,1
32,2575.12,0.5777,577,15859.96,0.77,4,1,19628.05,2,45.0,18.0,-0.4477,13.82,1,26.29,28.88,0.7423,42,0.1007,0
18,2194.87,0.8228,468,33868.37,0.32,1,0,39522.16,1,11.33,12.09,-0.3402,1.71,4,9.44,29.23,0.3738,47,0.2538,0
54,3672.97,0.05,794,15861.42,5.94,1,0,34041.3,10,0.49,119.07,0.7551,17.81,14,49.23,54.47,0.148,310,0.8151,1
27,2497.75,0.5927,611,22091.63,2.16,3,0,16262.39,1,9.35,23.34,-0.8213,3.78,2,7.02,58.68,0.4791,47,0.3767,1
32,802.26,0.8598,520,18140.67,0.64,0,1,10404.64,4,9.87,0.0,-0.5986,2.83,2,41.71,16.39,0.5734,54,0.0971,0
46,8901.42,0.1598,679,43745.3,15.88,2,0,40605.89,10,1.13,73.57,0.2399,10.59,15,74.07,93.33,0.0873,224,0.8672,1
43,11584.16,0.3358,683,15939.92,2.38,1,0,20641.62,10,0.47,102.23,0.3923,13.85,22,74.77,86.22,0.2226,268,0.8083,1
47,25000.0,0.5707,654,28824.7,1.36,1,1,41553.66,10,2.28,62.5,0.5006,60.0,12,67.17,80.31,0.1266,246,0.914,1
44,6575.15,0.1845,720,9758.3,33.31,2,0,25141.97,7,0.07,85.01,0.3636,4.4,16,74.19,83.26,0.1825,250,0.5292,1
44,8994.87,0.1205,637,11015.26,30.51,4,0,23971.15,13,3.52,97.96,0.1077,10.08,12,47.5,71.94,0.1465,231,0.8955,1
50,2194.14,0.1655,658,17984.19,5.77,3,1,53607.42,8,0.49,76.13,0.2807,35.12,14,93.89,51.88,0.1001,251,0.2507,1
33,4456.56,0.885,426,18821.97,0.47,6,0,22775.37,1,5.66,13.15,0.0712,2.32,2,13.61,35.61,0.5654,56,0.0459,1
42,2051.8,0.3069,433,49201.18,3.78,4,0,35827.89,4,7.49,46.45,-0.4648,1.75,2,29.55,32.05,0.1498,60,0.1228,0
48,5660.12,0.1346,754,32341.19,27.04,2,0,31019.75,9,1.94,104.76,-0.0258,20.67,9,67.92,69.6,0.2585,260,0.7358,1
42,5283.64,0.1823,623,27009.38,18.07,5,0,96412.49,7,0.57,90.16,-0.0528,16.08,19,59.06,68.15,0.3169,247,0.9738,1
43,1963.52,0.145,704,17659.61,16.36,1,0,26652.54,11,1.39,97.27,0.1408,22.81,15,81.49,70.46,0.1485,269,0.6908,0
31,3806.54,0.6701,418,20495.41,0.87,3,0,26099.89,1,19.76,19.64,0.0144,6.29,3,14.33,31.67,0.4148,50,0.2677,0
49,11017.65,0.0888,810,64770.66,2.25,0,0,100343.33,10,0.2,91.1,0.7954,7.33,17,77.17,65.17,0.2786,296,0.8535,1
50,8515.56,0.0504,578,10969.25,10.08,0,0,11629.47,8,0.5,96.34,0.359,16.12,12,85.61,47.11,0.0828,241,0.6103,1
61,2919.88,0.05,707,33492.9,28.0,1,0,68553.48,15,0.16,92.35,0.3071,7.73,11,58.79,57.06,0.1334,266,0.9085,1
54,7502.61,0.2289,693,30998.91,4.52,0,0,50424.72,4,1.1,77.1,0.1755,8.79,10,75.66,69.75,0.3668,256,0.7089,1
29,3641.59,0.0788,850,20277.92,12.43,1,0,28520.03,15,0.17,90.13,0.3487,44.2,9,69.66,57.92,0.3163,269,0.6398,1
24,2996.45,0.6725,478,15087.21,1.48,5,0,59842.93,3,12.17,37.65,-0.4403,3.78,5,10.18,27.82,0.6447,51,0.111,0
26,2948.56,0.8366,489,15769.45,1.34,3,2,14371.75,2,45.0,21.5,-0.3055,1.66,3,17.49,41.71,0.3767,48,0.2764,1
37,1733.47,0.5522,644,26793.16,0.26,1,0,36579.69,3,2.3,49.57,-0.0779,1.9,4,22.02,39.49,0.657,48,0.2908,0
52,4438.21,0.0592,634,30789.91,33.79,1,0,24759.31,10,0.21,95.17,0.0833,15.0,19,37.19,68.38,0.3378,273,0.9153,1
35,3678.79,0.259,730,10667.09,5.39,0,0,15786.82,10,0.92,91.01,0.4952,13.58,13,63.37,82.9,0.4118,253,0.4842,1
45,3448.15,0.0649,762,30505.6,0.37,0,0,55666.82,7,1.96,139.97,0.3898,14.34,14,51.8,99.83,0.3014,276,0.8038,1
40,3556.12,0.1163,759,10151.72,3.46,1,0,18138.04,4,1.28,60.92,-0.1535,4.6,14,65.0,84.27,0.3426,268,0.9249,1
18,3911.87,0.1325,637,23985.9,6.78,0,0,44795.2,10,1.52,68.37,0.4653,15.89,6,63.49,85.89,0.1834,229,0.6714,1
42,5958.97,0.0697,704,22433.3,6.75,2,0,23694.59,7,1.46,106.82,1.0,20.55,10,37.69,100.0,0.2807,255,0.9417,1
46,3062.32,0.2117,743,19576.09,28.46,1,0,14687.43,14,0.13,78.22,0.2187,20.88,5,75.69,78.13,0.3754,234,0.8153,1
20,2384.17,0.5836,383,11105.27,0.01,6,3,8819.06,3,45.0,8.24,-0.2498,7.14,5,23.59,15.8,0.4763,50,0.1978,1
47,12212.19,0.05,692,27460.89,2.84,0,0,44976.09,13,0.84,96.27,0.3954,10.44,9,79.89,100.0,0.0963,273,0.9241,1
29,4609.94,0.05,627,33405.4,0.36,0,0,65102.12,8,0.88,80.25,0.0804,8.97,10,55.87,53.29,0.1712,283,0.6645,1
27,6379.47,0.3113,698,7938.06,12.58,1,0,27692.28,5,1.02,117.18,0.5467,9.84,11,51.24,46.27,0.0548,267,0.6968,0
45,8588.38,0.3153,494,65895.08,14.6,2,1,147066.65,6,6.01,78.28,0.3718,6.18,14,36.35,87.35,0.5241,273,0.8035,1
44,7909.55,0.2826,786,21565.84,0.04,0,0,20189.77,3,2.54,84.74,0.3254,13.09,13,69.35,91.28,0.3648,255,0.8232,1
47,7479.91,0.198,752,27513.42,7.52,4,0,33002.87,14,0.32,84.62,0.2953,6.19,11,83.63,86.62,0.3033,234,0.7973,1
32,2579.77,0.7917,325,24844.13,3.11,1,0,36934.79,3,8.16,0.0,-0.4329,3.26,3,0.0,0.45,0.6356,58,0.1143,0
34,4253.34,0.2054,605,34366.54,15.31,1,0,104377.91,10,0.07,91.51,0.5991,9.07,22,82.12,71.62,0.0947,255,0.7913,0
52,1474.17,0.566,464,18280.38,1.72,3,1,17675.74,1,4.93,0.0,-0.5421,6.87,4,6.67,18.72,0.562,63,0.0685,0
39,4621.96,0.3924,613,9053.43,9.04,2,0,15243.4,6,1.93,62.74,0.0263,1.39,13,81.08,77.86,0.2094,262,0.8459,1
48,10555.13,0.05,824,14368.03,8.87,2,0,37311.91,4,0.24,61.02,0.1083,7.01,18,72.08,70.89,0.052,260,0.6328,0
49,6281.7,0.2181,680,21495.78,27.87,0,0,25853.23,16,0.01,102.05,0.1881,14.65,17,44.13,94.31,0.0962,250,0.7521,1
40,7444.89,0.0752,744,39999.46,11.07,1,0,63287.13,10,1.22,54.36,0.1405,10.11,13,30.05,50.85,0.0504,259,0.5966,1
44,7045.38,0.0709,710,28314.16,1.86,2,0,58006.23,9,0.25,65.04,0.0986,15.75,16,60.86,86.15,0.3124,253,0.5639,1
53,11243.58,0.2229,721,31100.22,3.76,1,1,100920.82,10,1.07,67.93,0.3167,6.6,18,57.21,89.5,0.1429,264,0.6165,1
44,8443.15,0.2169,514,8977.13,4.98,0,0,22256.1,7,0.14,71.36,0.4935,15.19,10,68.97,89.16,0.5782,264,0.8119,1
60,6586.29,0.0951,662,21910.51,14.65,0,0,64664.69,8,0.61,69.24,0.47,6.82,9,83.58,76.78,0.3871,260,0.8979,1
49,3610.34,0.1609,711,28902.11,3.89,0,0,99030.42,7,0.02,119.49,0.1794,23.92,17,70.43,38.42,0.066,244,0.6149,1
58,4227.69,0.2158,850,16669.89,27.02,1,0,22096.27,7,0.76,58.9,0.4073,5.96,8,54.77,76.08,0.2531,269,0.9329,1
42,6469.82,0.3953,671,28757.75,15.67,0,1,38435.35,14,7.1,86.73,0.1336,29.68,10,81.95,71.22,0.3422,264,0.7482,1
33,3075.02,0.5856,357,16271.05,1.96,4,5,27560.72,1,7.94,17.7,0.009,3.08,2,15.94,38.85,0.5149,49,0.2815,0
63,6116.6,0.2651,729,42090.37,0.44,0,0,67565.49,13,0.47,73.49,0.4586,17.25,12,69.99,91.4,0.1698,243,0.9415,1
34,4613.25,0.3626,650,12581.18,7.68,3,0,22646.18,2,2.4,70.43,0.6144,11.5,14,65.4,45.73,0.2411,260,0.885,1
45,5993.09,0.4405,795,34110.82,2.65,4,0,77046.85,14,0.51,62.2,0.2536,8.07,14,52.27,80.46,0.3032,251,0.8153,1
41,4329.3,0.093,701,25847.36,11.97,0,0,21356.28,8,3.31,72.16,0.2357,22.8,10,46.01,65.52,0.1673,264,0.6862,1
45,2542.8,0.05,659,11811.2,11.02,1,0,17014.89,8,3.19,94.75,-0.0642,4.91,13,92.46,75.45,0.1431,276,0.588,1
51,4599.41,0.2909,682,14411.92,15.22,0,0,26708.45,6,1.79,108.02,-0.1016,60.0,11,81.16,91.91,0.0415,281,0.9043,1
37,2782.35,0.5833,468,37047.36,0.27,4,0,47436.36,3,11.68,56.41,-0.7877,4.82,1,10.49,33.66,0.494,60,0.2888,0
45,4452.77,0.2017,635,12630.97,0.16,1,0,37975.81,8,0.39,56.26,-0.1957,10.44,11,63.77,84.36,0.4518,279,0.8254,1
56,9214.79,0.294,617,18461.45,12.26,0,0,72261.13,5,0.34,64.13,0.019,25.69,10,79.26,74.18,0.1,260,0.8551,1
45,1483.94,0.5814,732,14028.43,18.76,2,0,10694.4,8,0.94,64.47,0.3934,11.0,18,75.7,64.92,0.3842,241,0.953,1
45,6957.65,0.05,628,19066.17,21.19,1,0,52244.66,10,1.57,96.61,0.4737,51.11,13,70.95,74.75,0.0813,258,0.5726,1
36,4602.31,0.3574,778,10429.58,0.26,3,0,12135.35,14,0.91,75.28,0.6267,14.09,12,59.36,67.28,0.0694,252,0.9062,1
42,8438.16,0.1719,656,31461.28,9.75,1,0,105502.08,8,1.04,72.32,-0.0854,13.92,11,90.88,100.0,0.4176,269,0.8375,1
50,3316.8,0.37,569,35028.6,1.19,3,2,32756.86,2,4.61,23.02,-0.7388,4.63,1,18.54,43.68,0.6579,49,0.0895,0
32,4991.22,0.1255,629,8662.65,2.51,0,0,22838.03,6,0.54,76.35,0.0035,8.75,12,63.85,100.0,0.2197,261,0.6683,1
32,3381.98,0.4459,578,22060.04,1.01,5,1,19341.46,4,45.0,0.0,-0.3857,4.72,4,10.46,2.39,0.6925,57,0.3871,0
29,6977.0,0.05,616,29790.91,6.09,3,0,106116.67,7,1.49,103.8,0.3037,17.66,14,87.13,64.2,0.1129,262,0.4754,1
46,10983.34,0.221,776,16215.53,21.52,2,0,21610.37,12,1.99,84.4,0.4044,18.74,11,71.64,73.43,0.0748,286,0.7244,1
50,11638.72,0.1587,713,36405.14,18.54,0,0,82706.24,10,0.43,110.2,0.0601,15.38,13,76.18,62.49,0.1819,264,0.9216,1
23,3551.81,0.92,504,16715.15,1.81,6,2,13398.1,1,16.14,20.78,0.0978,1.5,2,28.55,24.14,0.4985,52,0.4828,0
31,2725.76,0.7213,500,53304.3,5.05,3,0,93610.07,2,29.98,0.0,-0.2145,1.72,3,34.49,32.73,0.6253,55,0.1089,1
40,22366.23,0.1641,826,28946.35,0.37,1,1,54068.51,3,1.32,105.27,0.4848,29.08,7,87.05,80.77,0.0557,266,0.959,1
26,11292.87,0.3494,843,23804.34,1.82,0,0,28515.6,5,0.16,29.62,0.3244,10.63,11,99.02,100.0,0.0832,269,0.893,1
30,3315.72,0.5355,484,13050.01,0.22,1,2,16513.44,1,2.73,0.0,-0.4154,0.71,2,18.42,33.4,0.3259,64,0.3136,0
28,7245.8,0.218,635,17495.81,14.86,0,0,28270.73,4,5.19,74.38,0.0331,28.9,11,76.13,88.24,0.2385,258,0.4547,1
33,6346.73,0.1289,850,13518.13,15.06,0,0,11744.2,10,0.15,105.96,0.2178,10.76,11,33.83,93.69,0.1006,258,0.594,1
28,1635.81,0.3447,392,54885.52,0.95,6,0,112625.41,3,7.07,0.0,-0.4688,2.57,0,0.0,7.72,0.5771,45,0.1562,0
44,8980.31,0.243,564,46131.76,16.63,1,0,217789.19,7,0.14,75.33,0.3048,18.43,12,46.71,62.46,0.5124,248,0.7866,1
49,8442.55,0.6877,631,21022.94,10.41,1,0,81640.8,9,3.75,82.16,0.096,9.61,11,62.8,80.84,0.0577,273,0.8153,1
42,5922.89,0.2216,676,6436.77,12.12,2,0,14533.95,8,1.11,84.83,0.362,5.08,9,87.51,84.41,0.0885,264,0.8081,1
38,2723.44,0.0806,640,17723.25,8.06,3,0,20174.57,11,0.1,95.2,0.3046,19.97,10,64.99,84.39,0.1691,262,0.8042,1
26,12505.1,0.05,731,19827.42,0.98,0,0,14472.17,7,1.14,58.66,0.4929,26.41,12,75.1,50.93,0.076,235,0.8278,1
52,8980.63,0.158,676,23979.93,0.51,1,0,15565.44,7,2.31,63.74,0.3626,21.17,9,67.85,87.05,0.2904,247,0.8268,1
37,11522.23,0.3108,809,35248.73,31.22,1,0,50373.3,6,0.24,53.54,0.7789,13.0,13,99.28,72.65,0.0898,262,0.7051,1
37,21304.41,0.3711,761,10030.58,5.96,3,0,18847.23,9,2.84,64.77,0.2531,19.71,8,36.57,89.0,0.2178,255,0.5879,1
35,2824.24,0.05,625,23570.68,7.16,1,0,65095.0,7,4.99,81.99,0.4797,8.64,8,69.96,59.28,0.1179,267,0.7987,1
49,3816.5,0.1502,659,27528.41,19.58,2,0,49275.79,6,1.4,56.4,0.1348,60.0,15,30.74,77.09,0.3121,277,0.5448,1
37,4082.37,0.2627,625,24027.68,4.27,0,0,62143.92,10,1.66,50.49,-0.0533,12.49,11,66.81,92.98,0.1313,287,0.7977,1
33,8365.91,0.149,717,29154.97,15.95,1,0,65615.63,4,0.45,107.55,0.3327,7.72,14,54.62,88.34,0.1296,256,0.7761,1
44,5949.53,0.42,677,18735.19,6.64,2,1,39607.36,12,0.43,30.83,-0.1839,7.94,8,65.28,32.14,0.3749,256,0.6445,1
51,4513.7,0.0845,685,41195.3,0.86,0,0,93405.45,9,0.48,40.35,0.4323,7.26,8,70.25,62.5,0.2575,235,0.9507,1
50,3931.37,0.1721,686,19724.28,1.93,0,0,20641.62,8,1.36,87.93,-0.3664,6.95,8,78.01,80.37,0.2448,250,0.8836,1
25,2357.53,0.364,496,51836.73,2.7,4,1,55685.54,1,28.77,0.0,-0.2916,8.98,0,26.43,22.02,0.3084,48,0.1643,0
32,2903.14,0.5737,382,42791.6,0.13,1,0,45802.63,2,42.09,23.59,0.171,3.63,1,1.26,48.55,0.2782,39,0.4925,0
48,5323.3,0.2623,735,48773.76,3.17,1,0,91888.72,6,0.41,103.64,0.1913,9.02,14,82.31,81.42,0.1981,241,0.621,1
36,2506.93,0.1376,661,13664.62,10.35,0,0,11522.75,8,2.31,94.79,0.4079,24.41,9,84.48,98.45,0.3108,267,0.6937,1
47,2247.45,0.2063,836,12011.62,3.28,0,0,13891.81,7,0.84,56.46,0.8645,9.37,12,100.0,56.31,0.1544,249,0.4575,1
45,7986.56,0.077,683,25629.03,12.6,0,1,30003.42,10,0.36,96.28,0.3349,37.16,11,82.01,75.89,0.0259,278,0.5133,1
52,2415.65,0.2139,675,43188.8,4.88,1,0,86581.9,13,0.69,81.34,0.4814,22.64,13,73.43,55.73,0.1518,251,0.9316,1
29,2914.78,0.1289,728,31895.19,6.21,0,0,45891.08,10,3.5,87.66,0.8463,13.97,11,68.27,78.62,0.1378,267,0.8847,1
51,5378.68,0.1907,587,16707.69,20.92,2,1,59144.5,8,1.78,77.94,0.8284,6.53,14,67.46,83.02,0.2722,257,0.9257,1
58,7923.16,0.0697,687,29977.34,5.43,1,0,48240.28,7,2.15,61.01,0.4573,20.15,10,98.94,70.26,0.0898,256,0.7129,1
45,6826.85,0.0649,717,20477.41,20.51,3,0,64605.03,4,2.68,101.66,0.1464,25.84,13,72.29,75.52,0.3439,231,0.833,1
37,2470.18,0.7551,420,12113.29,2.84,1,0,7104.06,1,11.69,58.41,-0.633,3.08,5,13.75,0.0,0.6144,58,0.3534,0
52,4622.14,0.1296,664,19483.95,0.49,1,0,58764.09,5,8.73,100.96,0.6318,9.17,14,49.8,67.77,0.0237,263,0.67,1
44,8059.45,0.05,796,12515.71,9.97,0,0,46027.24,8,1.55,67.06,0.106,13.57,13,48.28,100.0,0.1267,290,0.6956,1
28,9374.61,0.144,678,29029.34,7.99,1,0,97894.78,13,0.1,87.67,0.553,16.85,16,39.05,73.42,0.1577,255,0.9004,1
38,5131.41,0.2177,664,22368.85,5.77,1,0,54094.72,8,0.28,86.35,0.8094,29.2,13,76.27,58.73,0.2173,245,0.6575,1
18,2704.01,0.6496,313,8946.43,1.23,1,0,7131.7,1,14.63,20.77,-0.4226,4.17,5,1.12,27.73,0.37,56,0.2692,0
29,4379.59,0.3227,667,14148.12,9.49,2,0,23173.45,10,0.5,80.15,0.0562,7.73,5,59.26,68.17,0.2083,276,0.6388,1
38,4026.81,0.05,691,37366.49,6.34,2,0,51447.99,11,0.72,52.06,1.0,5.77,13,49.35,89.41,0.292,240,0.7713,1
43,10304.75,0.443,628,32106.77,17.26,0,0,107869.42,9,0.18,90.38,0.2819,27.61,17,39.06,61.64,0.0409,237,0.9547,1
22,2863.14,0.2696,515,19840.65,2.88,4,2,10442.28,1,25.58,2.7,-0.4462,4.8,1,62.08,33.04,0.7863,57,0.0603,0
54,4470.59,0.3693,719,11396.94,5.47,2,0,20014.95,8,0.27,80.47,0.378,7.82,12,66.31,77.66,0.2905,271,0.7771,1
42,2310.6,0.0769,635,16024.46,12.28,1,0,26307.25,6,0.59,114.33,0.4649,11.97,17,73.12,74.26,0.2962,277,0.5729,1
26,8170.6,0.2035,697,25480.97,28.65,1,0,10111.53,8,0.29,89.69,0.0501,25.26,8,64.94,77.83,0.2429,253,0.7785,1
52,8619.58,0.164,677,12288.21,3.09,0,0,37422.81,10,2.31,72.18,0.3814,6.41,9,100.0,46.62,0.3072,283,0.9345,1
42,6950.2,0.0511,710,25266.49,11.54,1,0,52552.45,16,0.08,81.05,0.3428,10.64,14,76.16,62.35,0.1297,273,0.8981,1
30,6796.27,0.4135,648,9146.31,5.19,3,0,10533.77,7,0.1,89.27,0.594,4.55,12,63.32,67.93,0.1611,270,0.8391,1
41,9072.97,0.3516,729,8319.27,9.04,1,0,38013.59,15,2.14,58.26,0.1218,20.95,13,71.32,58.1,0.2265,271,0.7271,1
51,3697.55,0.2446,756,12707.26,12.59,2,0,29719.49,9,0.7,46.04,0.1268,10.63,12,85.45,63.69,0.2805,262,0.905,1
31,8718.4,0.2424,632,12839.26,8.97,2,0,33546.65,8,0.12,65.03,0.4357,20.73,13,80.74,97.67,0.0601,240,0.5807,1
40,5831.83,0.2317,560,15074.62,4.85,1,0,29413.12,3,1.69,55.48,0.3711,9.43,7,72.96,67.29,0.201,274,0.7908,1
40,5052.66,0.2393,747,15810.89,7.09,1,0,24488.03,12,0.2,110.9,0.4205,36.64,11,100.0,64.99,0.1439,245,0.9595,1
31,5748.18,0.0898,797,19974.33,0.29,1,1,47273.62,6,2.12,62.7,0.2978,47.08,12,52.89,57.61,0.1459,259,0.5872,1
51,7161.7,0.2415,768,25216.57,5.08,1,0,37509.8,6,1.24,85.64,0.1075,60.0,19,46.9,62.94,0.0583,257,0.8244,1
54,3631.9,0.1958,667,43145.9,1.61,1,0,73877.75,12,1.07,74.64,0.5132,15.99,15,53.32,84.71,0.0996,256,0.8668,1
49,5681.29,0.1289,640,45061.99,12.37,1,0,137079.4,1,0.22,105.91,0.6662,26.75,17,100.0,81.74,0.226,246,0.7067,1
38,2150.73,0.1778,666,16791.04,4.73,2,0,32068.18,9,2.62,103.42,0.4138,8.21,12,51.09,100.0,0.3123,264,0.8621,1
52,6699.72,0.1651,689,26690.96,40.0,0,0,56018.22,6,0.73,59.78,0.7893,19.03,9,56.4,95.58,0.1866,268,0.4871,1
49,4000.69,0.1541,598,16260.89,3.24,0,0,34843.0,5,0.98,43.09,0.0907,9.77,12,52.16,91.49,0.1003,279,0.7954,1
62,10776.58,0.4756,715,14583.31,16.96,1,0,14994.39,13,1.99,101.61,0.8035,6.66,9,77.64,52.09,0.1853,267,0.6364,1
51,5663.5,0.2864,680,13611.44,8.6,1,0,34497.0,7,1.17,119.28,0.7541,13.01,7,66.58,45.4,0.1456,297,0.8969,1
50,12213.65,0.1789,639,18112.36,0.31,4,1,15424.41,12,0.14,67.78,0.4214,18.49,12,67.85,85.07,0.2014,259,0.8184,1
46,6671.3,0.0879,640,28762.08,14.55,1,0,51262.15,10,1.09,64.96,0.1883,18.95,12,65.45,72.77,0.1677,268,0.5752,1
43,13849.18,0.1818,721,22032.41,10.11,1,0,67129.04,9,2.92,94.16,0.3261,22.1,12,63.89,81.16,0.0263,255,0.6785,1
52,7310.48,0.1374,595,16426.11,34.08,0,0,28620.11,9,0.48,76.64,-0.039,26.38,13,93.39,100.0,0.1843,271,0.7443,1
18,2261.57,0.0907,394,24777.72,1.17,5,1,23694.28,1,30.43,9.35,0.0365,1.44,2,15.83,47.91,0.4188,47,0.123,1
60,6177.54,0.1471,702,38685.37,40.0,3,0,75741.12,14,0.86,35.64,-0.3016,2.66,9,79.75,64.44,0.1734,259,0.6913,1
20,1323.2,0.6717,658,20347.95,0.51,4,0,44818.86,2,2.49,0.0,-0.4361,2.47,2,2.8,49.75,0.595,59,0.0696,0
42,23314.01,0.2029,760,25525.04,26.46,3,0,59343.92,12,0.34,62.34,0.257,20.22,6,90.9,56.32,0.2225,254,0.6029,1
34,3090.2,0.0852,742,48700.76,13.08,0,0,123303.21,9,0.16,85.3,0.3458,5.87,9,70.47,82.44,0.1165,262,0.6251,1
54,4600.26,0.1507,572,16718.01,15.13,1,0,45123.67,6,0.59,118.44,0.5678,7.4,13,77.35,82.18,0.0712,252,0.7383,1
38,3247.01,0.2934,679,35719.74,2.46,1,0,59588.24,7,0.79,100.52,-0.0896,7.66,7,54.28,74.83,0.0857,263,0.5706,1
59,10212.67,0.0523,733,22872.82,8.51,0,0,28393.33,6,0.74,81.12,0.5927,9.2,13,66.47,66.88,0.3795,263,0.6179,1
24,7017.72,0.173,748,19053.09,14.04,0,0,24098.72,9,0.89,78.1,-0.1764,20.93,13,69.23,77.51,0.0139,257,0.9612,1
31,4535.1,0.3106,728,32190.41,14.04,1,0,160952.05,7,0.62,105.9,0.3643,16.52,13,46.76,86.51,0.1822,248,0.8713,1
57,4304.18,0.2656,518,18732.39,5.87,0,0,49157.11,6,5.04,61.58,0.4615,29.96,15,100.0,67.17,0.2128,263,0.8517,1
43,2857.59,0.0916,569,12314.08,15.1,0,0,16315.39,9,0.83,77.62,0.3537,31.59,15,36.55,57.11,0.1479,259,0.6614,1
50,4254.32,0.05,718,26663.71,14.28,0,0,84503.52,7,5.36,55.4,0.0187,14.0,9,64.31,44.02,0.225,256,0.7447,1
22,2293.66,0.6453,415,20260.72,2.54,2,1,15012.09,1,13.97,21.64,-0.1328,7.57,1,0.0,20.87,0.5217,53,0.1075,0
35,5479.68,0.1476,747,27296.66,1.54,1,0,59288.86,6,1.38,93.22,-0.0497,16.94,17,74.73,84.76,0.2801,258,0.7945,1
55,16318.49,0.1798,614,18562.11,17.08,2,0,18287.43,12,2.15,97.65,0.2249,14.87,12,70.28,75.09,0.0139,281,0.8402,1
44,6311.6,0.1759,686,44067.59,9.83,0,0,62874.45,10,1.96,55.11,0.4694,13.35,12,81.06,76.53,0.3317,277,0.7187,1
37,4561.49,0.3317,731,30837.45,23.56,1,0,59437.72,7,0.2,101.5,0.3363,37.88,13,29.0,83.63,0.0401,230,0.7654,1
35,1461.34,0.4945,457,19824.18,1.34,3,1,31442.89,1,12.7,39.36,0.1107,2.34,3,28.26,32.65,0.9088,59,0.1858,1
44,3187.22,0.5807,703,8903.32,2.27,1,0,30506.69,8,1.3,58.03,0.3354,15.08,10,72.73,44.48,0.0276,243,0.8625,1
31,3982.72,0.5872,544,61743.98,1.48,2,2,35446.54,1,0.06,0.0,-0.3721,2.56,3,28.04,26.49,0.3321,53,0.0579,0
41,5633.47,0.05,736,28358.85,9.03,1,0,72193.44,6,0.54,65.66,0.4483,11.93,15,57.27,77.9,0.0368,262,0.605,1
40,6213.3,0.1897,631,23188.39,23.26,1,0,53416.5,10,0.6,77.26,0.0778,13.39,11,81.77,63.73,0.1489,248,0.8406,1
20,2595.05,0.4791,517,20553.2,1.55,3,2,12163.8,1,9.24,6.45,-0.5956,1.45,3,0.0,28.59,0.5314,59,0.071,0
47,4909.89,0.1025,638,20314.04,6.94,0,0,81544.08,9,1.08,54.82,0.4335,13.28,15,60.61,85.02,0.3465,265,0.7722,1
37,7003.62,0.1867,658,9970.41,28.59,1,0,18746.99,8,1.26,108.05,0.6428,13.56,8,60.65,72.76,0.1388,251,0.8863,1
